Patent_ID,Patentee_ID,Title,Subject,Inventor,Expense in US$,Patent_Attorney_ID,Patent_Examiner_ID,Office_ID,Date_of_Grant,Date_of_Expiry,Opposition_Filled_Status,Filling_Language,Validation_States
173946,100458,Graft Rejection Prevention,Finance,"Frederick, Wendy P.",997006,345147,500227,,2015-04-13,2035-04-13,False,French,Approved
173950,101263,Vaccination: Are There Any Real Benefits?,Finance,"Quinn, Ciara C.",973485,345148,500228,,1991-03-09,2011-03-09,False,French,Expired
173955,100438,The Society’s Perspective on Vaccination,Finance,"Patel, Imogene B.",607730,345149,500229,,1997-08-01,2017-08-01,True,French,Expired
173959,101352,Natural Disease Resistance in Plants,Finance,"Gilmore, Rowan C.",530811,345150,500230,,1995-06-02,2015-06-02,False,French,Expired
173961,101475,The Prevention Measures in Plant Pathology,Finance,"Booth, Xenos H.",773665,345151,500231,,2011-04-24,2031-04-24,True,French,Approved
173963,100836,Research on Plant-Associated Microbes and Current Genomic Tools,Finance,"Greer, Alexander C.",536801,345152,500232,,1993-07-28,2013-07-28,True,French,Expired
173965,100492,Literature Review on Microbial Ecology and Evolution,Finance,"Pittman, Laith F.",282006,345153,500233,,1988-09-13,2008-09-13,False,French,Expired
173970,100427,Plant Diseases Management Facilitated by Modern Technology,Physics,"Everett, Beau E.",486630,345154,500234,,2012-02-23,2032-02-23,False,French,Approved
173973,100676,Plant Evolutionary Genetics,Physics,"Roy, Armand K.",197226,345155,500235,,2006-01-16,2026-01-16,False,French,Approved
173978,100618,Weedy & Invasive Plants,Physics,"Livingston, Gray X.",690545,345156,500236,,2002-11-10,2022-11-10,False,French,Approved
173987,100539,Photosynthesis: Aspects & Functions,Physics,"Best, Dean F.",406519,345157,500237,,2012-01-17,2032-01-17,True,French,Approved
173992,101388,Fertilizers’ Influence on Plants,Physics,"Larson, Regan A.",600191,345158,500238,,2005-02-22,2025-02-22,True,French,Approved
173996,101963,Ecological and Evolutionary Factors Influencing Animal Behavior,Physics,"Bullock, Laurel Q.",348232,345159,500239,,1997-11-03,2017-11-03,True,French,Expired
173999,102434,Essay on Relationship Between Living Forms and Their Environment,Physics,"Webb, Jasmine C.",599011,345160,500240,,2016-12-16,2036-12-16,False,French,Approved
174004,102393,The Affect of Human Behavior on Animal Forms in the USA,Physics,"Reeves, Talon D.",545965,345161,500241,,1988-12-12,2008-12-12,True,French,Expired
174011,101687,The Ways Animal and Plants Respond to Changing Environment,Physics,"Mccarty, Edward B.",415496,345162,500242,,2018-01-09,2038-01-09,True,French,Approved
174012,101981,Developmental Mechanism of Resistance in Animals,Physics,"Mendoza, Prescott O.",108540,345163,500243,,2014-06-19,2034-06-19,False,French,Approved
174014,100102,The Environmental Change and its Involvement in the Diversity of Species,Physics,"Russell, Calista X.",528195,345164,500244,,1989-06-17,2009-06-17,False,French,Expired
174019,100336,Is Global Warming Really a Threat?,Physics,"Knapp, Daryl R.",735914,345165,500245,,2002-05-10,2022-05-10,True,French,Approved
174022,101899,Fast Food Industry & Tropic Forests Extinction,Physics,"Briggs, Audrey G.",463801,345166,500246,,2011-12-06,2031-12-06,False,French,Approved
174026,101513,Environmental Psychology,Physics,"Bridges, Isaiah B.",668900,345167,500247,,2021-02-16,2041-02-16,False,French,Approved
174034,100679,Means of Wildlife Protection,Physics,"Woodard, Sybil K.",922256,345168,500248,,1984-12-22,2004-12-22,True,French,Expired
174038,101527,Impact of Rain Forests Extinction,Physics,"Marshall, Cadman H.",185565,345169,500249,,1997-10-01,2017-10-01,False,French,Expired
174043,102099,Rare Species Protection,Physics,"Hess, Winifred I.",174989,345170,500250,,2020-04-17,2040-04-17,False,French,Approved
174044,100924,The Problem of Extinction,Physics,"Battle, Imelda S.",363997,345171,500251,,1990-01-22,2010-01-22,False,French,Expired
174049,101418,Renewable Energy and Environment’s Pollution,Physics,"Sanchez, Rigel G.",32867,345172,500252,,1980-04-13,2000-04-13,False,French,Expired
174052,100742,Climate Change and Biodiversity,Physics,"Lester, Stewart B.",67156,345173,500253,,2011-02-02,2031-02-02,False,French,Approved
174053,100128,Types of Pollution in Modern World,Physics,Camille Abboud,409933,345174,500254,,1990-01-17,2010-01-17,True,French,Expired
174059,100582,What is Sustainability in Biology?,Physics,Christopher Abraham,123464,345175,500255,,1996-05-22,2016-05-22,False,French,Expired
174066,100145,Non-human factors of Extinction of Species,Physics,"Odom, Malik P.",908523,345176,500256,,1991-03-06,2011-03-06,False,French,Expired
174073,100240,Benefits of Ecotourism,Physics,"Whitaker, Orson Y.",321997,345177,500257,,2006-07-19,2026-07-19,True,French,Approved
174078,101742,Is Extinction of Bees Real?,Physics,"Key, Steel E.",506970,345178,500258,,1986-01-01,2006-01-01,False,French,Expired
174086,102304,Oil Spill Effects on Ocean Wildlife,Physics,"Foreman, Baxter L.",326654,345179,500259,,1985-11-20,2005-11-20,True,French,Expired
174095,102416,Factors and benefits of Organic Farming,Physics,"Cooke, Dieter E.",317935,345180,500260,,2005-11-03,2025-11-03,True,French,Approved
174100,100150,Visual Cortex & Models of Orientation,Physics,"Byers, Jillian U.",579178,345181,500261,,1991-02-15,2011-02-15,False,English,Expired
174104,100380,Neuroscience in Robotic Technologies,Physics,"Gallagher, Ira W.",880480,345182,500262,,2002-02-25,2022-02-25,False,English,Approved
174106,101048,What is Visual-Motor Coordination Based On?,Physics,"Holland, Kato U.",70095,345183,500263,,1988-03-13,2008-03-13,False,English,Expired
174110,100711,Impact of Music on Human Brain,Physics,"Hernandez, Owen A.",846290,345184,500264,,2020-01-04,2040-01-04,True,English,Approved
174114,101558,Brain Injuries and Related Disorders,Physics,"Yates, Scott B.",416731,345185,500265,,1999-11-25,2019-11-25,False,English,Expired
174116,100268,Brain and Memory,Physics,"Warner, Nehru G.",784530,345186,500266,,1987-09-05,2007-09-05,True,English,Expired
174123,101729,Brain Capabilities of Self-Repairing,Physics,"Riggs, Vernon R.",210714,345187,500267,,1996-08-13,2016-08-13,True,English,Expired
174124,101760,Genetic Defect That Contributes to Schizophrenia,Physics,"Molina, Louis V.",988754,345188,500268,,1989-08-08,2009-08-08,True,English,Expired
174127,100772,Factors and Causes Behind a Migraine,Physics,"Hensley, Stephanie F.",908536,345189,500269,,2003-02-16,2023-02-16,False,English,Approved
174129,101445,Connection Between Gut Bacteria and Anxiety,Physics,"White, Beverly V.",371007,345190,500270,,1985-06-21,2005-06-21,False,English,Expired
174130,101475,Can Gut Bacteria Contribute to Depression?,Physics,"Bright, Jade R.",151088,345191,500271,,2008-03-17,2028-03-17,False,English,Approved
174134,102215,Cognitive Neuroscience on Problem-Solving,Physics,"Wong, Dorothy C.",269431,345192,500272,,2002-06-16,2022-06-16,False,English,Approved
174142,101466,Genes and Proteins Responsible for Neurons functioning,Physics,"Michael, Chantale M.",552641,345193,500273,,2010-11-02,2030-11-02,True,English,Approved
174148,101207,Factors Concerning Animal Growth,Physics,"Vazquez, Madison C.",863643,345194,500274,,2010-01-22,2030-01-22,False,English,Approved
174151,100240,The Obesity in Home Pets,Physics,"Randolph, Diana K.",451357,345195,500275,,2007-10-18,2027-10-18,False,English,Approved
174159,102480,Traditional Dog Diet and Modern Home Pets,Physics,"Ferrell, Lani E.",84137,345196,500276,,2018-04-08,2038-04-08,False,English,Approved
174161,100713,Male Pregnancy Among Animals,Physics,"Freeman, Noel W.",724606,345197,500277,,2005-10-07,2025-10-07,True,English,Approved
174169,101733,Is Beauty Products Testing on Animals Ethical?,Physics,"Fields, Mary G.",91306,345198,500278,,2020-06-07,2040-06-07,False,English,Approved
174171,100721,Birds Behavioral Study,Physics,"Head, Pascale U.",314711,345199,500279,,1991-05-21,2011-05-21,True,English,Expired
174179,101755,Animal Science & Food Sustainability,Physics,"Bernard, Maite M.",292088,345200,500280,,2005-10-03,2025-10-03,False,English,Approved
174184,100308,Does Veganism Actually Influence Meat Production?,Physics,"Day, Lesley V.",303459,345001,500281,,1985-05-15,2005-05-15,True,English,Expired
174185,101482,Wild Animal Projects,Physics,"Snow, Hamilton B.",411960,345002,500282,,2018-04-14,2038-04-14,True,English,Approved
174190,101253,Fashion Industry & Animal Abuse,Physics,"Jimenez, Bree E.",425827,345003,500283,,1985-07-27,2005-07-27,True,English,Expired
174195,101742,Camouflage Mechanism in Sea Animals,Physics,"Bailey, Octavius Z.",214027,345004,500284,,2003-10-08,2023-10-08,True,English,Approved
174204,102247,Discovering Primate Language and Cognitive Function,Physics,"Powell, Hiroko I.",411429,345005,500285,,1992-03-21,2012-03-21,False,English,Expired
174207,100779,The History of Genetics,Physics,"Swanson, Heather B.",705308,345006,500286,,1986-03-17,2006-03-17,True,English,Expired
174214,100401,Darwin’s Theory and Biology,Physics,"Branch, Ramona I.",650290,345007,500287,,2021-03-14,2041-03-14,False,English,Approved
174215,100970,Discovering Evolution Factors,Physics,"Yates, Kylee J.",515487,345008,500288,,2001-06-01,2021-06-01,False,English,Approved
174221,100616,How Archeology Impacts Animal Biology?,Physics,"Lynch, Price A.",462126,345009,500289,,2021-05-09,2041-05-09,False,English,Approved
174225,102165,Natural Selection Theory: The Discovery and Its Impact,Physics,"Nolan, Neve J.",477340,345010,500290,,1991-09-13,2011-09-13,False,English,Expired
174229,100703,Effects of Whale Hunting,Physics,"Mueller, Raven R.",471303,345011,500291,,1987-11-13,2007-11-13,False,English,Expired
174234,102475,Dead Branches of Evolution,Physics,"Thomas, Ishmael R.",823009,345012,500292,,1984-11-26,2004-11-26,False,English,Expired
174242,100258,Famous Biologist Antonie van Leeuwenhoek,Physics,"Wiggins, Zahir P.",27462,345013,500293,,2014-05-24,2034-05-24,False,English,Approved
174248,101186,Edward Jenner and the History of Vaccination,Physics,"Nicholson, Keane Q.",684249,345014,500294,,2016-05-10,2036-05-10,False,English,Approved
174256,101266,Rachel Carson’s Perspective on Environmental Safety,Physics,"Spears, Carter P.",758555,345015,500295,,2009-07-26,2029-07-26,False,English,Approved
174261,100834,Stephen Jay Gold’s Paleontology: How History and Biology are Combined,Physics,"Obrien, Cecilia W.",864162,345016,500296,,2007-05-05,2027-05-05,True,English,Approved
174263,101692,Molecular and Genome Evolution,Physics,"King, Kelly M.",203977,345017,500297,,1987-02-11,2007-02-11,False,English,Expired
174264,100211,Comparative Genomics,Physics,"Hardin, Oleg I.",85817,345018,500298,,2010-07-11,2030-07-11,True,English,Approved
174271,101874,The Evolutionary Biology of Infectious Diseases,Physics,"Leonard, Amethyst V.",289363,345019,500299,,1983-01-02,2003-01-02,True,English,Expired
174275,101466,Modern Technology and Scientific Tools in Biology,Physics,"Good, Ethan M.",431606,345020,500300,,2020-09-23,2040-09-23,True,English,Approved
174282,101266,Neurobiological Explanation of Sleep,Physics,"Griffith, Ethan W.",385299,345021,500301,,1992-04-21,2012-04-21,True,English,Expired
174290,100501,Symbiosis in Parasites,Physics,"Moody, Lila L.",408100,345022,500302,,1993-02-28,2013-02-28,False,English,Expired
174298,100344,Metabolism & Physical Exercise,Physics,"Frazier, Lucas T.",434723,345023,500303,,1987-01-24,2007-01-24,False,English,Expired
174305,101760,air quality monitoring,Physics,"Shepard, Ethan V.",986472,345024,500304,,1981-02-06,2001-02-06,False,English,Expired
174309,100804,Agro Weeder technology,Physics,"Horne, Kamal U.",100152,345025,500305,,1981-11-05,2001-11-05,False,English,Expired
174311,100699,iot based traffic control,Physics,"Guthrie, Yolanda T.",281046,345026,500306,,2004-09-20,2024-09-20,False,English,Approved
174312,100692,Voice Controlled Home Automation,Physics,"Blackwell, Uta D.",456095,345027,500307,,2009-12-01,2029-12-01,True,English,Approved
174320,101729,real time system,Physics,"Johns, Vivien M.",269020,345028,500308,,2004-06-04,2024-06-04,False,English,Approved
174321,100736,cadence design,Physics,"Haynes, Francis S.",30076,345029,500309,,1982-01-08,2002-01-08,False,English,Expired
174325,100578,automation of simulation,Physics,"Hopkins, Ferdinand U.",600191,345030,500310,,1989-01-14,2009-01-14,False,English,Expired
174326,101811,ADS Advanced Design System simulations,Physics,"Farrell, Germane F.",370477,345031,500311,,2005-12-02,2025-12-02,False,English,Approved
174329,101400,analog receiver,Physics,"Dale, Madaline B.",983532,345032,500312,,2005-09-02,2025-09-02,False,English,Approved
174331,100298,RECEIVER DESIGN USING ADS,Physics,"Horton, Quincy O.",688635,345033,500313,,1993-08-11,2013-08-11,False,English,Expired
174332,102162,electronic instruments,Physics,"Barnes, Dawn K.",64086,345034,500314,,2015-07-04,2035-07-04,False,English,Approved
174334,100015,robot-seminar topic and report,Physics,"Valentine, Axel J.",889670,345035,500315,,2016-06-06,2036-06-06,True,English,Approved
174335,100145,humanoid robot-seminar topic and report,Physics,"Dunn, Kelly L.",524486,345036,500316,,2017-06-18,2037-06-18,False,English,Approved
174344,100371,robotics-seminar topic and report,Physics,"Kaufman, Nell I.",408119,345037,500317,,1986-02-05,2006-02-05,False,English,Expired
174348,101363,home automation-seminar topic and report,Physics,"Shepard, Ethan V.",672731,345038,500318,,2020-04-10,2040-04-10,False,English,Approved
174357,100740,IOT-seminar topic and report,Physics,"Horne, Kamal U.",108936,345039,500319,,2010-02-17,2030-02-17,False,English,Approved
174365,100870,5G-seminar topic and report,Physics,"Guthrie, Yolanda T.",823330,345040,500320,,2001-03-04,2021-03-04,False,English,Approved
174367,101655,advanced communication system,Physics,"Blackwell, Uta D.",420006,345041,500001,,2015-09-21,2035-09-21,False,English,Approved
174369,101602,IOT Based Smart Energy,Physics,"Johns, Vivien M.",157669,345042,500002,,2006-01-21,2026-01-21,False,English,Approved
174375,102038,devops,Physics,"Haynes, Francis S.",149573,345043,500003,,1982-02-24,2002-02-24,True,English,Expired
174378,100786,QUADCOPTER-DESIGN-CONSTRUCTION-TESTING,Physics,"Hopkins, Ferdinand U.",482912,345044,500004,,1996-10-23,2016-10-23,True,English,Expired
174382,101745,energy optimization in wireless sensor network,Physics,"Farrell, Germane F.",659848,345045,500005,,1983-08-05,2003-08-05,True,English,Expired
174387,102318,metal detector robot,Physics,"Dale, Madaline B.",995424,345046,500006,,2014-08-09,2034-08-09,True,English,Approved
174394,100286,wireless internet service,Physics,"Horton, Quincy O.",491682,345047,500007,,1982-07-07,2002-07-07,False,English,Expired
174396,100794,military robot,Physics,"Barnes, Dawn K.",746276,345048,500008,,2005-04-14,2025-04-14,False,English,Approved
174404,102466,military robotics,Physics,"Valentine, Axel J.",280398,345049,500009,,2014-11-13,2034-11-13,True,English,Approved
174407,101167,Application of Image Processing in Military,Physics,"Dunn, Kelly L.",416442,345050,500010,,1995-02-05,2015-02-05,True,English,Expired
174411,101081,military applications of wireless sensor networks,Physics,"Kaufman, Nell I.",25093,345051,500011,,1996-10-07,2016-10-07,False,Chineese,Expired
174420,101207,military applications artificial intelligence,Physics,Camille Abboud,727704,345052,500012,,2020-11-10,2040-11-10,True,Chineese,Approved
174427,101343,secure automation system,Physics,Christopher Abraham,278861,345053,500013,,2001-01-09,2021-01-09,False,Chineese,Approved
